date;amount
"1998-01-06";"441.52"
"1998-01-07";"443.44"
"1998-01-08";"447.92"
"1998-01-09";"459.11"
"1998-01-12";"459.38"
"1998-01-13";"466.95"
"1998-01-14";"460.55"
"1998-01-15";"454.91"
"1998-01-16";"455.94"
"1998-01-19";"456.37"
"1998-01-20";"456.86"
"1998-01-21";"457.67"
"1998-01-22";"457.56"
"1998-01-23";"458.15"
"1998-01-26";"458.34"
"1998-01-27";"455.79"
"1998-01-28";"450.55"
"1998-01-29";"449.60"
"1998-01-30";"451.80"
"1998-02-02";"454.25"
"1998-02-03";"452.81"
"1998-02-04";"453.37"
"1998-02-05";"452.48"
"1998-02-06";"452.08"
"1998-02-09";"451.90"
"1998-02-10";"449.12"
"1998-02-11";"446.56"
"1998-02-12";"442.21"
"1998-02-13";"442.73"
"1998-02-16";"444.38"
"1998-02-17";"443.82"
"1998-02-18";"441.53"
"1998-02-19";"441.44"
"1998-02-20";"444.02"
"1998-02-23";"445.63"
"1998-02-24";"451.42"
"1998-02-25";"453.94"
"1998-02-26";"454.26"
"1998-02-27";"452.67"
"1998-03-02";"451.67"
"1998-03-03";"450.64"
"1998-03-04";"450.19"
"1998-03-05";"453.12"
"1998-03-06";"453.26"
"1998-03-09";"453.57"
"1998-03-10";"453.66"
"1998-03-11";"454.29"
"1998-03-12";"453.96"
"1998-03-13";"453.04"
"1998-03-16";"452.43"
"1998-03-17";"451.68"
"1998-03-18";"451.45"
"1998-03-19";"452.08"
"1998-03-20";"452.03"
"1998-03-23";"453.04"
"1998-03-24";"452.64"
"1998-03-25";"451.73"
"1998-03-26";"451.57"
"1998-03-27";"452.14"
"1998-03-30";"453.32"
"1998-03-31";"454.18"
"1998-04-01";"454.34"
"1998-04-02";"453.86"
"1998-04-03";"454.18"
"1998-04-06";"454.98"
"1998-04-07";"454.78"
"1998-04-08";"455.18"
"1998-04-09";"455.08"
"1998-04-13";"455.14"
"1998-04-14";"454.51"
"1998-04-15";"454.11"
"1998-04-16";"453.43"
"1998-04-17";"452.66"
"1998-04-20";"453.43"
"1998-04-21";"452.94"
"1998-04-22";"452.65"
"1998-04-23";"452.05"
"1998-04-24";"451.80"
"1998-04-27";"453.44"
"1998-04-28";"453.87"
"1998-04-29";"453.37"
"1998-04-30";"452.81"
"1998-05-04";"453.08"
"1998-05-05";"452.51"
"1998-05-06";"452.12"
"1998-05-07";"452.93"
"1998-05-08";"453.14"
"1998-05-11";"452.75"
"1998-05-12";"452.38"
"1998-05-13";"452.65"
"1998-05-14";"453.42"
"1998-05-15";"452.92"
"1998-05-18";"453.28"
"1998-05-19";"453.98"
"1998-05-20";"454.34"
"1998-05-22";"453.83"
"1998-05-25";"453.70"
"1998-05-26";"453.71"
"1998-05-27";"454.27"
"1998-05-28";"455.31"
"1998-05-29";"454.58"
"1998-06-01";"455.03"
"1998-06-02";"455.72"
"1998-06-03";"455.68"
"1998-06-04";"455.40"
"1998-06-05";"455.39"
"1998-06-08";"455.81"
"1998-06-09";"455.79"
"1998-06-10";"455.66"
"1998-06-12";"455.81"
"1998-06-15";"455.86"
"1998-06-16";"455.96"
"1998-06-17";"455.89"
"1998-06-18";"455.88"
"1998-06-19";"455.13"
"1998-06-22";"455.10"
"1998-06-23";"455.00"
"1998-06-24";"455.65"
"1998-06-25";"456.43"
"1998-06-26";"457.35"
"1998-06-30";"465.22"
"1998-07-01";"468.02"
"1998-07-02";"470.31"
"1998-07-03";"467.92"
"1998-07-06";"467.50"
"1998-07-07";"465.18"
"1998-07-08";"462.61"
"1998-07-09";"463.98"
"1998-07-10";"462.78"
"1998-07-13";"464.13"
"1998-07-14";"462.98"
"1998-07-15";"462.23"
"1998-07-16";"462.03"
"1998-07-17";"461.87"
"1998-07-20";"461.85"
"1998-07-21";"461.42"
"1998-07-22";"462.56"
"1998-07-23";"465.16"
"1998-07-24";"466.14"
"1998-07-27";"465.12"
"1998-07-28";"466.06"
"1998-07-29";"465.87"
"1998-07-30";"465.82"
"1998-07-31";"465.21"
"1998-08-03";"466.16"
"1998-08-04";"467.40"
"1998-08-05";"468.59"
"1998-08-06";"469.86"
"1998-08-07";"469.01"
"1998-08-10";"469.30"
"1998-08-11";"469.85"
"1998-08-12";"471.73"
"1998-08-13";"471.35"
"1998-08-14";"470.90"
"1998-08-17";"471.02"
"1998-08-18";"472.30"
"1998-08-19";"471.66"
"1998-08-20";"471.74"
"1998-08-21";"472.41"
"1998-08-24";"474.01"
"1998-08-25";"474.03"
"1998-08-26";"473.00"
"1998-08-27";"473.30"
"1998-08-28";"474.36"
"1998-08-31";"474.38"
"1998-09-01";"473.37"
"1998-09-02";"473.69"
"1998-09-03";"472.92"
"1998-09-04";"472.81"
"1998-09-07";"474.27"
"1998-09-08";"473.00"
"1998-09-09";"472.36"
"1998-09-10";"473.60"
"1998-09-14";"474.98"
"1998-09-15";"471.56"
"1998-09-16";"468.30"
"1998-09-17";"464.51"
"1998-09-21";"469.22"
"1998-09-22";"468.31"
"1998-09-23";"467.25"
"1998-09-24";"468.40"
"1998-09-25";"467.92"
"1998-09-28";"469.61"
"1998-09-29";"467.53"
"1998-09-30";"466.38"
"1998-10-01";"467.25"
"1998-10-02";"468.07"
"1998-10-05";"467.84"
"1998-10-06";"466.49"
"1998-10-07";"464.87"
"1998-10-08";"463.09"
"1998-10-09";"463.10"
"1998-10-13";"464.38"
"1998-10-14";"463.33"
"1998-10-15";"461.42"
"1998-10-16";"460.68"
"1998-10-19";"458.94"
"1998-10-20";"461.50"
"1998-10-21";"463.46"
"1998-10-22";"462.45"
"1998-10-23";"462.56"
"1998-10-26";"463.22"
"1998-10-27";"462.86"
"1998-10-28";"463.68"
"1998-10-29";"463.96"
"1998-10-30";"462.49"
"1998-11-02";"462.74"
"1998-11-03";"461.39"
"1998-11-04";"462.44"
"1998-11-05";"463.08"
"1998-11-06";"462.18"
"1998-11-09";"463.03"
"1998-11-10";"462.88"
"1998-11-11";"463.36"
"1998-11-12";"462.62"
"1998-11-13";"462.44"
"1998-11-16";"462.26"
"1998-11-17";"461.08"
"1998-11-18";"460.75"
"1998-11-19";"461.58"
"1998-11-20";"462.83"
"1998-11-23";"463.61"
"1998-11-24";"464.95"
"1998-11-25";"466.16"
"1998-11-26";"466.42"
"1998-11-27";"466.36"
"1998-11-30";"466.22"
"1998-12-01";"468.04"
"1998-12-02";"468.64"
"1998-12-03";"469.64"
"1998-12-04";"472.08"
"1998-12-07";"473.77"
"1998-12-09";"471.67"
"1998-12-10";"472.73"
"1998-12-11";"472.31"
"1998-12-14";"473.50"
"1998-12-15";"474.33"
"1998-12-16";"474.69"
"1998-12-17";"473.23"
"1998-12-18";"472.21"
"1998-12-21";"471.32"
"1998-12-22";"470.43"
"1998-12-23";"472.28"
"1998-12-24";"475.41"
"1998-12-28";"474.02"
"1998-12-29";"473.67"
"1998-12-30";"473.77"
"1999-01-04";"472.41"
"1999-01-05";"471.61"
"1999-01-06";"470.57"
"1999-01-07";"468.69"
"1999-01-08";"470.88"
"1999-01-11";"470.23"
"1999-01-12";"471.12"
"1999-01-13";"473.36"
"1999-01-14";"477.96"
"1999-01-15";"476.01"
"1999-01-18";"478.77"
"1999-01-19";"476.91"
"1999-01-20";"478.54"
"1999-01-21";"478.51"
"1999-01-22";"478.38"
"1999-01-25";"479.37"
"1999-01-26";"478.34"
"1999-01-27";"478.28"
"1999-01-28";"480.44"
"1999-01-29";"483.25"
"1999-02-01";"488.34"
"1999-02-02";"488.71"
"1999-02-03";"490.99"
"1999-02-04";"492.44"
"1999-02-05";"489.92"
"1999-02-08";"488.01"
"1999-02-09";"489.75"
"1999-02-10";"492.53"
"1999-02-11";"492.70"
"1999-02-12";"493.26"
"1999-02-15";"493.47"
"1999-02-16";"496.64"
"1999-02-17";"497.57"
"1999-02-18";"497.71"
"1999-02-19";"496.54"
"1999-02-22";"495.88"
"1999-02-23";"494.29"
"1999-02-24";"494.82"
"1999-02-25";"496.66"
"1999-02-26";"498.74"
"1999-03-01";"501.15"
"1999-03-02";"502.46"
"1999-03-03";"502.35"
"1999-03-04";"500.55"
"1999-03-05";"496.69"
"1999-03-08";"499.38"
"1999-03-09";"495.12"
"1999-03-10";"493.10"
"1999-03-11";"492.54"
"1999-03-12";"489.76"
"1999-03-15";"490.34"
"1999-03-16";"492.63"
"1999-03-17";"489.86"
"1999-03-18";"489.68"
"1999-03-19";"489.83"
"1999-03-22";"489.64"
"1999-03-23";"489.45"
"1999-03-24";"489.95"
"1999-03-25";"490.15"
"1999-03-26";"487.99"
"1999-03-29";"485.05"
"1999-03-30";"485.64"
"1999-03-31";"483.83"
"1999-04-01";"484.08"
"1999-04-05";"486.27"
"1999-04-06";"485.81"
"1999-04-07";"482.70"
"1999-04-08";"484.70"
"1999-04-09";"485.56"
"1999-04-12";"483.92"
"1999-04-13";"482.86"
"1999-04-14";"482.02"
"1999-04-15";"479.05"
"1999-04-16";"477.90"
"1999-04-19";"476.66"
"1999-04-20";"475.33"
"1999-04-21";"476.11"
"1999-04-22";"478.26"
"1999-04-23";"481.52"
"1999-04-26";"484.27"
"1999-04-27";"484.58"
"1999-04-28";"485.51"
"1999-04-29";"485.47"
"1999-04-30";"486.30"
"1999-05-03";"483.92"
"1999-05-04";"483.37"
"1999-05-05";"480.99"
"1999-05-06";"478.31"
"1999-05-07";"478.46"
"1999-05-10";"477.71"
"1999-05-11";"476.51"
"1999-05-12";"476.35"
"1999-05-13";"478.96"
"1999-05-14";"481.40"
"1999-05-17";"486.18"
"1999-05-18";"486.58"
"1999-05-19";"487.15"
"1999-05-20";"486.95"
"1999-05-24";"489.92"
"1999-05-25";"491.27"
"1999-05-26";"496.06"
"1999-05-27";"495.03"
"1999-05-28";"492.40"
"1999-05-31";"493.26"
"1999-06-01";"491.04"
"1999-06-02";"493.22"
"1999-06-04";"495.07"
"1999-06-07";"494.87"
"1999-06-08";"494.28"
"1999-06-09";"494.09"
"1999-06-10";"496.68"
"1999-06-11";"498.41"
"1999-06-14";"498.63"
"1999-06-15";"498.32"
"1999-06-16";"497.88"
"1999-06-17";"500.28"
"1999-06-18";"503.16"
"1999-06-21";"505.80"
"1999-06-22";"512.61"
"1999-06-23";"511.03"
"1999-06-24";"508.80"
"1999-06-25";"512.86"
"1999-06-28";"517.38"
"1999-06-30";"518.90"
"1999-07-01";"517.93"
"1999-07-02";"517.33"
"1999-07-05";"517.31"
"1999-07-06";"513.11"
"1999-07-07";"512.44"
"1999-07-08";"515.94"
"1999-07-09";"517.60"
"1999-07-12";"517.62"
"1999-07-13";"519.24"
"1999-07-14";"519.86"
"1999-07-15";"518.10"
"1999-07-16";"517.86"
"1999-07-19";"517.16"
"1999-07-20";"515.86"
"1999-07-21";"514.76"
"1999-07-22";"517.07"
"1999-07-23";"518.51"
"1999-07-26";"517.97"
"1999-07-27";"517.48"
"1999-07-28";"514.99"
"1999-07-29";"514.13"
"1999-07-30";"515.97"
"1999-08-02";"513.04"
"1999-08-03";"512.69"
"1999-08-04";"513.58"
"1999-08-05";"513.63"
"1999-08-06";"513.35"
"1999-08-09";"512.46"
"1999-08-10";"511.14"
"1999-08-11";"510.21"
"1999-08-12";"511.23"
"1999-08-13";"510.61"
"1999-08-16";"511.71"
"1999-08-17";"511.03"
"1999-08-18";"511.52"
"1999-08-19";"511.88"
"1999-08-20";"513.51"
"1999-08-23";"514.70"
"1999-08-24";"513.87"
"1999-08-25";"514.96"
"1999-08-26";"515.16"
"1999-08-27";"514.28"
"1999-08-30";"515.19"
"1999-08-31";"516.98"
"1999-09-01";"517.49"
"1999-09-02";"516.83"
"1999-09-03";"519.60"
"1999-09-07";"522.20"
"1999-09-08";"523.73"
"1999-09-09";"521.37"
"1999-09-10";"522.33"
"1999-09-13";"525.19"
"1999-09-14";"524.44"
"1999-09-15";"523.30"
"1999-09-16";"524.71"
"1999-09-17";"524.73"
"1999-09-20";"523.67"
"1999-09-21";"525.47"
"1999-09-22";"525.26"
"1999-09-23";"527.53"
"1999-09-24";"528.42"
"1999-09-27";"530.12"
"1999-09-28";"528.72"
"1999-09-29";"529.29"
"1999-09-30";"531.11"
"1999-10-01";"531.83"
"1999-10-04";"531.84"
"1999-10-05";"531.44"
"1999-10-06";"529.79"
"1999-10-07";"531.07"
"1999-10-08";"531.03"
"1999-10-11";"532.13"
"1999-10-13";"532.74"
"1999-10-14";"535.02"
"1999-10-15";"536.90"
"1999-10-18";"540.83"
"1999-10-19";"542.86"
"1999-10-20";"543.99"
"1999-10-21";"542.65"
"1999-10-22";"541.90"
"1999-10-25";"541.15"
"1999-10-26";"543.10"
"1999-10-27";"544.50"
"1999-10-28";"547.05"
"1999-10-29";"547.57"
"1999-11-02";"548.51"
"1999-11-03";"548.06"
"1999-11-04";"549.91"
"1999-11-05";"549.78"
"1999-11-08";"550.93"
"1999-11-09";"549.09"
"1999-11-10";"544.93"
"1999-11-11";"542.11"
"1999-11-12";"542.85"
"1999-11-15";"540.39"
"1999-11-16";"537.60"
"1999-11-17";"538.52"
"1999-11-18";"538.97"
"1999-11-19";"540.73"
"1999-11-22";"540.32"
"1999-11-23";"540.91"
"1999-11-24";"538.91"
"1999-11-25";"540.65"
"1999-11-26";"543.48"
"1999-11-29";"545.83"
"1999-11-30";"545.51"
"1999-12-01";"546.79"
"1999-12-02";"546.08"
"1999-12-03";"546.02"
"1999-12-06";"543.69"
"1999-12-07";"542.09"
"1999-12-09";"541.07"
"1999-12-10";"540.15"
"1999-12-13";"542.27"
"1999-12-14";"538.71"
"1999-12-15";"537.22"
"1999-12-16";"537.08"
"1999-12-17";"536.29"
"1999-12-20";"535.56"
"1999-12-21";"536.64"
"1999-12-22";"537.23"
"1999-12-23";"537.77"
"1999-12-24";"534.43"
"1999-12-27";"534.19"
"1999-12-28";"531.22"
"1999-12-29";"530.44"
"1999-12-30";"527.70"
"2000-01-03";"530.07"
"2000-01-04";"527.28"
"2000-01-05";"529.08"
"2000-01-06";"530.67"
"2000-01-07";"527.76"
"2000-01-10";"523.51"
"2000-01-11";"521.66"
"2000-01-12";"519.79"
"2000-01-13";"521.46"
"2000-01-14";"517.08"
"2000-01-17";"515.75"
"2000-01-18";"516.56"
"2000-01-19";"513.07"
"2000-01-20";"516.07"
"2000-01-21";"517.96"
"2000-01-24";"518.29"
"2000-01-25";"515.67"
"2000-01-26";"515.62"
"2000-01-27";"516.55"
"2000-01-28";"517.61"
"2000-01-31";"517.89"
"2000-02-01";"517.79"
"2000-02-02";"518.58"
"2000-02-03";"517.26"
"2000-02-04";"514.06"
"2000-02-07";"515.01"
"2000-02-08";"514.49"
"2000-02-09";"514.73"
"2000-02-10";"514.50"
"2000-02-11";"515.72"
"2000-02-14";"515.43"
"2000-02-15";"514.80"
"2000-02-16";"514.38"
"2000-02-17";"513.08"
"2000-02-18";"511.64"
"2000-02-21";"511.70"
"2000-02-22";"511.31"
"2000-02-23";"509.28"
"2000-02-24";"508.12"
"2000-02-25";"506.69"
"2000-02-28";"507.32"
"2000-02-29";"503.98"
"2000-03-01";"501.36"
"2000-03-02";"503.15"
"2000-03-03";"502.83"
"2000-03-06";"503.61"
"2000-03-07";"503.13"
"2000-03-08";"505.33"
"2000-03-09";"507.33"
"2000-03-10";"505.63"
"2000-03-13";"507.75"
"2000-03-14";"507.65"
"2000-03-15";"505.75"
"2000-03-16";"506.78"
"2000-03-17";"505.86"
"2000-03-20";"506.29"
"2000-03-21";"506.39"
"2000-03-22";"505.35"
"2000-03-23";"503.98"
"2000-03-24";"502.97"
"2000-03-27";"502.26"
"2000-03-28";"502.78"
"2000-03-29";"502.12"
"2000-03-30";"501.04"
"2000-03-31";"501.41"
"2000-04-03";"502.22"
"2000-04-04";"503.96"
"2000-04-05";"503.00"
"2000-04-06";"505.08"
"2000-04-07";"505.62"
"2000-04-10";"505.20"
"2000-04-11";"505.39"
"2000-04-12";"505.71"
"2000-04-13";"505.34"
"2000-04-14";"505.63"
"2000-04-17";"508.41"
"2000-04-18";"513.21"
"2000-04-19";"511.33"
"2000-04-20";"507.83"
"2000-04-24";"510.40"
"2000-04-25";"513.10"
"2000-04-26";"512.89"
"2000-04-27";"513.96"
"2000-04-28";"515.61"
"2000-05-02";"515.35"
"2000-05-03";"514.46"
"2000-05-04";"515.71"
"2000-05-05";"517.59"
"2000-05-08";"518.81"
"2000-05-09";"522.35"
"2000-05-10";"523.89"
"2000-05-11";"526.08"
"2000-05-12";"523.65"
"2000-05-15";"520.25"
"2000-05-16";"521.60"
"2000-05-17";"516.58"
"2000-05-18";"519.89"
"2000-05-19";"520.81"
"2000-05-22";"523.64"
"2000-05-23";"525.42"
"2000-05-24";"524.26"
"2000-05-25";"525.73"
"2000-05-26";"525.19"
"2000-05-29";"525.43"
"2000-05-30";"525.13"
"2000-05-31";"524.77"
"2000-06-01";"524.00"
"2000-06-02";"522.90"
"2000-06-05";"520.03"
"2000-06-06";"520.47"
"2000-06-07";"522.92"
"2000-06-08";"524.42"
"2000-06-09";"525.68"
"2000-06-12";"528.31"
"2000-06-13";"530.17"
"2000-06-14";"532.29"
"2000-06-15";"530.55"
"2000-06-16";"531.99"
"2000-06-20";"533.03"
"2000-06-21";"531.49"
"2000-06-22";"532.95"
"2000-06-23";"534.31"
"2000-06-27";"537.38"
"2000-06-28";"537.28"
"2000-06-29";"535.97"
"2000-06-30";"538.61"
"2000-07-03";"538.62"
"2000-07-04";"537.46"
"2000-07-05";"533.42"
"2000-07-06";"535.57"
"2000-07-07";"537.63"
"2000-07-10";"535.99"
"2000-07-11";"535.56"
"2000-07-12";"534.91"
"2000-07-13";"536.67"
"2000-07-14";"539.93"
"2000-07-17";"542.73"
"2000-07-18";"542.63"
"2000-07-19";"544.56"
"2000-07-20";"547.36"
"2000-07-21";"545.44"
"2000-07-24";"545.52"
"2000-07-25";"547.82"
"2000-07-26";"550.97"
"2000-07-27";"554.02"
"2000-07-28";"554.46"
"2000-07-31";"556.38"
"2000-08-01";"557.42"
"2000-08-02";"554.71"
"2000-08-03";"550.74"
"2000-08-04";"551.61"
"2000-08-07";"554.53"
"2000-08-08";"555.49"
"2000-08-09";"553.37"
"2000-08-10";"552.86"
"2000-08-11";"552.62"
"2000-08-14";"550.02"
"2000-08-16";"545.28"
"2000-08-17";"544.52"
"2000-08-18";"546.41"
"2000-08-21";"547.89"
"2000-08-22";"550.54"
"2000-08-23";"547.21"
"2000-08-24";"545.85"
"2000-08-25";"546.58"
"2000-08-28";"547.59"
"2000-08-29";"545.94"
"2000-08-30";"558.26"
"2000-08-31";"562.44"
"2000-09-01";"563.02"
"2000-09-05";"562.77"
"2000-09-06";"568.15"
"2000-09-07";"568.88"
"2000-09-08";"569.53"
"2000-09-11";"567.51"
"2000-09-12";"566.48"
"2000-09-13";"565.33"
"2000-09-14";"565.65"
"2000-09-15";"561.36"
"2000-09-20";"562.22"
"2000-09-21";"569.17"
"2000-09-22";"568.41"
"2000-09-25";"567.54"
"2000-09-26";"562.32"
"2000-09-27";"564.97"
"2000-09-28";"567.43"
"2000-09-29";"565.37"
"2000-10-02";"563.49"
"2000-10-03";"562.48"
"2000-10-04";"560.85"
"2000-10-05";"560.39"
"2000-10-06";"558.45"
"2000-10-10";"560.27"
"2000-10-11";"563.51"
"2000-10-12";"565.74"
"2000-10-13";"566.94"
"2000-10-16";"568.67"
"2000-10-17";"566.79"
"2000-10-18";"567.72"
"2000-10-19";"571.85"
"2000-10-20";"569.26"
"2000-10-23";"571.41"
"2000-10-24";"572.32"
"2000-10-25";"573.59"
"2000-10-26";"576.22"
"2000-10-27";"577.41"
"2000-10-30";"575.37"
"2000-10-31";"571.94"
"2000-11-02";"569.41"
"2000-11-03";"571.80"
"2000-11-06";"573.62"
"2000-11-07";"572.34"
"2000-11-08";"576.58"
"2000-11-09";"574.32"
"2000-11-10";"577.16"
"2000-11-13";"575.27"
"2000-11-14";"575.08"
"2000-11-15";"572.48"
"2000-11-16";"572.78"
"2000-11-17";"571.45"
"2000-11-20";"573.59"
"2000-11-21";"574.56"
"2000-11-22";"573.59"
"2000-11-23";"574.74"
"2000-11-24";"575.58"
"2000-11-27";"576.10"
"2000-11-28";"576.43"
"2000-11-29";"579.29"
"2000-11-30";"580.37"
"2000-12-01";"578.59"
"2000-12-04";"577.62"
"2000-12-05";"576.56"
"2000-12-06";"575.59"
"2000-12-07";"573.77"
"2000-12-11";"577.15"
"2000-12-12";"576.93"
"2000-12-13";"576.15"
"2000-12-14";"574.87"
"2000-12-15";"574.86"
"2000-12-18";"573.50"
"2000-12-19";"572.71"
"2000-12-20";"570.85"
"2000-12-21";"571.85"
"2000-12-22";"573.39"
"2000-12-26";"573.00"
"2000-12-27";"573.55"
"2000-12-28";"574.32"
"2000-12-29";"572.68"
"2001-01-02";"573.65"
"2001-01-03";"574.19"
"2001-01-04";"575.94"
"2001-01-05";"571.44"
"2001-01-08";"572.66"
"2001-01-09";"574.06"
"2001-01-10";"574.49"
"2001-01-11";"574.54"
"2001-01-12";"572.84"
"2001-01-15";"572.38"
"2001-01-16";"573.62"
"2001-01-17";"572.87"
"2001-01-18";"572.24"
"2001-01-19";"572.01"
"2001-01-22";"571.98"
"2001-01-23";"568.44"
"2001-01-24";"566.86"
"2001-01-25";"567.56"
"2001-01-26";"567.72"
"2001-01-29";"566.34"
"2001-01-30";"565.11"
"2001-01-31";"563.62"
"2001-02-01";"561.61"
"2001-02-02";"562.68"
"2001-02-05";"563.85"
"2001-02-06";"564.58"
"2001-02-07";"563.36"
"2001-02-08";"561.77"
"2001-02-09";"561.00"
"2001-02-12";"559.31"
"2001-02-13";"558.69"
"2001-02-14";"557.13"
"2001-02-15";"558.63"
"2001-02-16";"561.59"
"2001-02-19";"563.15"
"2001-02-20";"563.06"
"2001-02-21";"562.04"
"2001-02-22";"564.62"
"2001-02-23";"568.19"
"2001-02-26";"571.88"
"2001-02-27";"568.23"
"2001-02-28";"567.21"
"2001-03-01";"572.86"
"2001-03-02";"573.91"
"2001-03-05";"576.80"
"2001-03-06";"588.86"
"2001-03-07";"588.12"
"2001-03-08";"588.09"
"2001-03-09";"588.18"
"2001-03-12";"594.20"
"2001-03-13";"594.70"
"2001-03-14";"588.76"
"2001-03-15";"588.43"
"2001-03-16";"585.76"
"2001-03-19";"591.09"
"2001-03-20";"589.47"
"2001-03-21";"585.57"
"2001-03-22";"586.13"
"2001-03-23";"590.56"
"2001-03-26";"595.37"
"2001-03-27";"589.74"
"2001-03-28";"590.55"
"2001-03-29";"591.23"
"2001-03-30";"592.91"
"2001-04-02";"594.97"
"2001-04-03";"595.99"
"2001-04-04";"598.06"
"2001-04-05";"597.16"
"2001-04-06";"595.64"
"2001-04-09";"595.01"
"2001-04-10";"595.39"
"2001-04-11";"595.50"
"2001-04-12";"594.94"
"2001-04-16";"598.42"
"2001-04-17";"600.52"
"2001-04-18";"600.91"
"2001-04-19";"598.10"
"2001-04-20";"596.77"
"2001-04-23";"602.02"
"2001-04-24";"602.88"
"2001-04-25";"602.42"
"2001-04-26";"605.31"
"2001-04-27";"602.66"
"2001-04-30";"599.89"
"2001-05-02";"598.61"
"2001-05-03";"602.53"
"2001-05-04";"602.35"
"2001-05-07";"601.40"
"2001-05-08";"600.44"
"2001-05-09";"601.66"
"2001-05-10";"603.98"
"2001-05-11";"602.58"
"2001-05-14";"603.20"
"2001-05-15";"605.26"
"2001-05-16";"605.55"
"2001-05-17";"605.71"
"2001-05-18";"606.74"
"2001-05-22";"606.53"
"2001-05-23";"605.83"
"2001-05-24";"605.95"
"2001-05-25";"605.44"
"2001-05-28";"605.95"
"2001-05-29";"606.15"
"2001-05-30";"607.65"
"2001-05-31";"610.53"
"2001-06-01";"610.85"
"2001-06-04";"612.57"
"2001-06-05";"608.29"
"2001-06-06";"606.84"
"2001-06-07";"606.60"
"2001-06-08";"608.17"
"2001-06-12";"607.63"
"2001-06-13";"610.44"
"2001-06-14";"613.48"
"2001-06-15";"613.49"
"2001-06-18";"614.20"
"2001-06-19";"619.84"
"2001-06-20";"623.49"
"2001-06-21";"622.96"
"2001-06-22";"622.60"
"2001-06-25";"622.27"
"2001-06-26";"623.00"
"2001-06-27";"623.19"
"2001-06-28";"624.89"
"2001-06-29";"626.65"
"2001-07-03";"629.00"
"2001-07-04";"632.09"
"2001-07-05";"640.44"
"2001-07-06";"647.08"
"2001-07-09";"646.64"
"2001-07-10";"641.59"
"2001-07-11";"646.23"
"2001-07-12";"664.57"
"2001-07-13";"670.74"
"2001-07-16";"667.91"
"2001-07-17";"668.86"
"2001-07-18";"662.28"
"2001-07-19";"656.09"
"2001-07-20";"667.07"
"2001-07-23";"663.21"
"2001-07-24";"659.80"
"2001-07-25";"660.78"
"2001-07-26";"664.14"
"2001-07-27";"664.98"
"2001-07-30";"667.69"
"2001-07-31";"664.38"
"2001-08-01";"668.79"
"2001-08-02";"677.79"
"2001-08-03";"676.47"
"2001-08-06";"672.66"
"2001-08-07";"674.33"
"2001-08-08";"677.26"
"2001-08-09";"679.90"
"2001-08-10";"678.92"
"2001-08-13";"680.20"
"2001-08-14";"683.85"
"2001-08-16";"688.88"
"2001-08-17";"690.99"
"2001-08-20";"678.59"
"2001-08-21";"677.15"
"2001-08-22";"673.42"
"2001-08-23";"668.21"
"2001-08-24";"665.90"
"2001-08-27";"664.58"
"2001-08-28";"663.23"
"2001-08-29";"662.44"
"2001-08-30";"657.34"
"2001-08-31";"660.57"
"2001-09-04";"661.97"
"2001-09-05";"663.47"
"2001-09-06";"665.32"
"2001-09-07";"666.58"
"2001-09-10";"665.89"
"2001-09-11";"667.34"
"2001-09-12";"685.87"
"2001-09-13";"678.76"
"2001-09-14";"679.41"
"2001-09-17";"689.01"
"2001-09-20";"693.92"
"2001-09-21";"695.21"
"2001-09-24";"694.98"
"2001-09-25";"691.00"
"2001-09-26";"691.26"
"2001-09-27";"694.89"
"2001-09-28";"696.23"
"2001-10-01";"695.02"
"2001-10-02";"695.78"
"2001-10-03";"695.87"
"2001-10-04";"697.62"
"2001-10-05";"701.73"
"2001-10-08";"708.19"
"2001-10-09";"713.55"
"2001-10-10";"713.88"
"2001-10-11";"714.99"
"2001-10-12";"706.11"
"2001-10-16";"707.32"
"2001-10-17";"707.69"
"2001-10-18";"703.12"
"2001-10-19";"708.22"
"2001-10-22";"713.73"
"2001-10-23";"711.92"
"2001-10-24";"707.65"
"2001-10-25";"712.35"
"2001-10-26";"714.72"
"2001-10-29";"715.47"
"2001-10-30";"716.61"
"2001-10-31";"716.62"
"2001-11-02";"712.36"
"2001-11-05";"715.67"
"2001-11-06";"711.11"
"2001-11-07";"706.05"
"2001-11-08";"703.76"
"2001-11-09";"697.09"
"2001-11-12";"697.25"
"2001-11-13";"702.24"
"2001-11-14";"695.79"
"2001-11-15";"685.42"
"2001-11-16";"681.61"
"2001-11-19";"680.66"
"2001-11-20";"675.97"
"2001-11-21";"678.58"
"2001-11-22";"683.42"
"2001-11-23";"675.07"
"2001-11-26";"676.92"
"2001-11-27";"672.09"
"2001-11-28";"670.13"
"2001-11-29";"674.34"
"2001-11-30";"681.90"
"2001-12-03";"689.95"
"2001-12-04";"682.11"
"2001-12-05";"671.16"
"2001-12-06";"673.50"
"2001-12-07";"675.55"
"2001-12-10";"670.64"
"2001-12-11";"666.92"
"2001-12-12";"665.65"
"2001-12-13";"669.15"
"2001-12-14";"671.52"
"2001-12-17";"669.45"
"2001-12-18";"666.96"
"2001-12-19";"663.51"
"2001-12-20";"660.58"
"2001-12-21";"666.11"
"2001-12-24";"669.56"
"2001-12-26";"664.64"
"2001-12-27";"660.46"
"2001-12-28";"656.20"
"2002-01-02";"654.79"
"2002-01-03";"658.31"
"2002-01-04";"648.69"
"2002-01-07";"650.28"
"2002-01-08";"654.63"
"2002-01-09";"657.30"
